,Unnamed: 0_x,STATE,EVENT_ID,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,Unnamed: 0_y,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
640,53804,NEW JERSEY,701747,2017,Rip Current,0,0,1,0,,,631,12.0,F,In Water
641,53880,NEW YORK,717739,2017,Rip Current,1,0,1,0,0.0,0.00K,346,19.0,M,In Water
642,53913,ALABAMA,716063,2017,Lightning,0,0,1,0,0.0,0.00K,324,34.0,M,Boating
643,54014,NORTH CAROLINA,716427,2017,Rip Current,0,0,1,0,0.0,0.00K,326,24.0,M,In Water
644,54147,KENTUCKY,706970,2017,Flash Flood,0,0,1,0,250000.0,0.00K,640,82.0,M,Mobile/Trailer Home
645,54185,PUERTO RICO,718756,2017,Rip Current,0,0,1,0,0.0,0.00K,347,19.0,M,In Water
646,54282,TEXAS,714819,2017,Rip Current,0,0,1,0,0.0,0.00K,655,59.0,F,In Water
647,54283,TEXAS,714820,2017,Rip Current,0,0,1,0,0.0,0.00K,656,34.0,F,In Water
648,54591,TEXAS,713603,2017,Flood,0,0,1,0,0.0,0.00K,642,,M,In Water
649,54998,FLORIDA,703697,2017,Lightning,1,0,1,0,0.0,0.00K,639,35.0,M,Outside/Open Areas
650,55174,NORTH CAROLINA,713947,2017,Lightning,0,0,1,0,0.0,0.00K,643,39.0,M,Under Tree
651,55268,NORTH CAROLINA,702335,2017,Rip Current,0,0,1,0,0.0,0.00K,633,59.0,M,In Water
652,55547,TEXAS,720852,2017,Flash Flood,0,0,3,0,8.00B,50.00K,267,63.0,M,In Water
653,55547,TEXAS,720852,2017,Flash Flood,0,0,3,0,8.00B,50.00K,268,65.0,M,Vehicle/Towed Trailer
654,55547,TEXAS,720852,2017,Flash Flood,0,0,3,0,8.00B,50.00K,269,58.0,F,Vehicle/Towed Trailer
655,55559,TEXAS,727805,2017,Heat,0,0,1,0,0.0,0.00K,314,37.0,M,Outside/Open Areas
656,55592,TEXAS,707197,2017,Rip Current,0,0,2,0,0.0,0.00K,265,67.0,M,In Water
657,55592,TEXAS,707197,2017,Rip Current,0,0,2,0,0.0,0.00K,266,46.0,M,In Water
658,55633,WASHINGTON,722229,2017,High Wind,1,0,1,0,2000000.0,0.00K,438,32.0,F,Vehicle/Towed Trailer
659,55703,TEXAS,720927,2017,Hurricane,0,0,0,1,250000000.0,20.00M,666,23.0,M,Outside/Open Areas
660,55710,TEXAS,728395,2017,Flash Flood,0,0,1,0,600000000.0,10.00K,322,83.0,F,Vehicle/Towed Trailer
661,55711,TEXAS,723652,2017,Tropical Storm,0,0,0,0,,,378,83.0,F,Vehicle/Towed Trailer
662,55720,NEW JERSEY,698616,2017,Rip Current,0,0,2,0,,,660,12.0,F,In Water
663,55720,NEW JERSEY,698616,2017,Rip Current,0,0,2,0,,,661,13.0,F,In Water
664,55721,TEXAS,728349,2017,Flash Flood,0,0,3,1,7.00B,10.00K,315,61.0,M,In Water
665,55721,TEXAS,728349,2017,Flash Flood,0,0,3,1,7.00B,10.00K,316,,,Outside/Open Areas
666,55721,TEXAS,728349,2017,Flash Flood,0,0,3,1,7.00B,10.00K,317,60.0,F,Permanent Structure
667,55721,TEXAS,728349,2017,Flash Flood,0,0,3,1,7.00B,10.00K,318,33.0,M,Vehicle/Towed Trailer
668,55723,NEW JERSEY,698617,2017,Rip Current,0,0,2,0,,,662,15.0,F,In Water
669,55723,NEW JERSEY,698617,2017,Rip Current,0,0,2,0,,,663,16.0,M,In Water
670,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,308,54.0,M,In Water
671,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,309,59.0,M,In Water
672,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,310,83.0,M,In Water
673,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,311,69.0,F,Permanent Home
674,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,312,64.0,M,Permanent Home
675,55730,TEXAS,720871,2017,Flash Flood,0,0,3,3,10.00B,10.00K,313,80.0,F,Permanent Home
676,55777,TEXAS,728390,2017,Flash Flood,0,0,3,0,350000000.0,10.00K,319,69.0,M,In Water
677,55777,TEXAS,728390,2017,Flash Flood,0,0,3,0,350000000.0,10.00K,320,1.0,F,Vehicle/Towed Trailer
678,55777,TEXAS,728390,2017,Flash Flood,0,0,3,0,350000000.0,10.00K,321,64.0,M,Vehicle/Towed Trailer
679,55778,TEXAS,718519,2017,Hurricane,14,50,0,2,1.75B,,664,39.0,M,Mobile/Trailer Home
680,55778,TEXAS,718519,2017,Hurricane,14,50,0,2,1.75B,,665,67.0,F,Permanent Home
681,55811,TEXAS,723656,2017,Tropical Storm,0,0,0,0,200000000.0,,382,83.0,F,Vehicle/Towed Trailer
682,55814,CALIFORNIA,725589,2017,Wildfire,0,1,4,0,,,441,77.0,F,Unknown
683,55814,CALIFORNIA,725589,2017,Wildfire,0,1,4,0,,,442,76.0,M,Unknown
684,55814,CALIFORNIA,725589,2017,Wildfire,0,1,4,0,,,443,53.0,F,Unknown
685,55814,CALIFORNIA,725589,2017,Wildfire,0,1,4,0,,,446,78.0,M,Unknown
686,56294,ALABAMA,724136,2017,Rip Current,0,0,2,0,0.0,0.00K,439,22.0,M,In Water
687,56294,ALABAMA,724136,2017,Rip Current,0,0,2,0,0.0,0.00K,440,47.0,M,In Water
688,56325,TEXAS,723649,2017,Tropical Storm,0,0,0,0,0.0,,375,83.0,F,Vehicle/Towed Trailer
689,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,217,33.0,M,Boating
690,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,218,45.0,M,Boating
691,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,219,40.0,M,Boating
692,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,220,33.0,M,Boating
693,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,221,25.0,M,Boating
694,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,222,31.0,M,Boating
695,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,223,65.0,M,In Water
696,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,224,42.0,M,In Water
697,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,225,54.0,M,In Water
698,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,226,25.0,M,In Water
699,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,227,62.0,M,In Water
700,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,228,24.0,M,In Water
701,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,229,73.0,F,In Water
702,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,230,67.0,M,In Water
703,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,231,49.0,M,In Water
704,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,232,66.0,M,In Water
705,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,233,29.0,F,In Water
706,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,234,58.0,M,In Water
707,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,235,89.0,F,Permanent Home
708,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,236,77.0,F,Permanent Home
709,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,237,64.0,M,Permanent Structure
710,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,238,48.0,F,Permanent Structure
711,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,239,71.0,F,Permanent Structure
712,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,240,71.0,M,Permanent Structure
713,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,241,76.0,F,Vehicle/Towed Trailer
714,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,242,45.0,M,Vehicle/Towed Trailer
715,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,243,60.0,M,Vehicle/Towed Trailer
716,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,244,81.0,F,Vehicle/Towed Trailer
717,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,245,84.0,M,Vehicle/Towed Trailer
718,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,246,8.0,M,Vehicle/Towed Trailer
719,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,247,14.0,M,Vehicle/Towed Trailer
720,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,248,6.0,F,Vehicle/Towed Trailer
721,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,249,16.0,F,Vehicle/Towed Trailer
722,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,250,32.0,F,Vehicle/Towed Trailer
723,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,251,43.0,M,Vehicle/Towed Trailer
724,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,252,82.0,M,Vehicle/Towed Trailer
725,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,253,38.0,F,Vehicle/Towed Trailer
726,56326,TEXAS,723471,2017,Tropical Storm,0,0,0,0,0.0,,254,58.0,M,In Water
727,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,270,33.0,M,Boating
728,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,271,45.0,M,Boating
729,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,272,40.0,M,Boating
730,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,273,33.0,M,Boating
731,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,274,25.0,M,Boating
732,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,275,31.0,M,Boating
733,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,276,65.0,M,In Water
734,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,277,42.0,M,In Water
735,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,278,54.0,M,In Water
736,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,279,25.0,M,In Water
737,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,280,62.0,M,In Water
738,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,281,24.0,M,In Water
739,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,282,73.0,F,In Water
740,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,283,58.0,M,In Water
741,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,284,67.0,M,In Water
742,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,285,49.0,M,In Water
743,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,286,66.0,M,In Water
744,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,287,29.0,F,In Water
745,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,288,58.0,M,In Water
746,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,289,89.0,F,Permanent Home
747,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,290,77.0,F,Permanent Home
748,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,291,71.0,F,Permanent Home
749,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,292,64.0,M,Permanent Structure
750,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,293,48.0,F,Permanent Structure
751,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,294,71.0,M,Permanent Structure
752,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,295,76.0,F,Vehicle/Towed Trailer
753,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,296,45.0,M,Vehicle/Towed Trailer
754,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,297,60.0,M,Vehicle/Towed Trailer
755,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,298,81.0,F,Vehicle/Towed Trailer
756,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,299,84.0,M,Vehicle/Towed Trailer
757,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,300,8.0,M,Vehicle/Towed Trailer
758,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,301,14.0,M,Vehicle/Towed Trailer
759,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,302,6.0,F,Vehicle/Towed Trailer
760,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,303,16.0,F,Vehicle/Towed Trailer
761,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,304,32.0,F,Vehicle/Towed Trailer
762,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,305,43.0,M,Vehicle/Towed Trailer
763,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,306,82.0,M,Vehicle/Towed Trailer
764,56337,TEXAS,720861,2017,Flash Flood,0,0,36,2,10.00B,100.00K,307,38.0,F,Vehicle/Towed Trailer
765,56479,TEXAS,731287,2017,Winter Weather,0,0,0,1,0.0,0.00K,391,27.0,M,Vehicle/Towed Trailer
766,56480,KANSAS,725484,2017,Winter Weather,0,0,0,4,0.0,0.00K,387,47.0,F,Vehicle/Towed Trailer
767,56480,KANSAS,725484,2017,Winter Weather,0,0,0,4,0.0,0.00K,388,20.0,F,Vehicle/Towed Trailer
768,56480,KANSAS,725484,2017,Winter Weather,0,0,0,4,0.0,0.00K,389,18.0,F,Vehicle/Towed Trailer
769,56480,KANSAS,725484,2017,Winter Weather,0,0,0,4,0.0,0.00K,390,14.0,F,Vehicle/Towed Trailer
770,56481,TEXAS,731305,2017,Winter Weather,0,0,0,1,7000.0,0.00K,392,68.0,M,Vehicle/Towed Trailer
771,56499,TEXAS,731233,2017,Winter Weather,0,0,0,1,30000.0,0.00K,393,52.0,M,Vehicle/Towed Trailer
772,56663,ALASKA,670672,2017,Avalanche,0,0,1,0,0.0,0.00K,386,29.0,M,Outside/Open Areas
773,56850,PENNSYLVANIA,669719,2017,Strong Wind,0,0,1,0,0.0,0.00K,255,22.0,M,Vehicle/Towed Trailer
774,57108,TEXAS,750890,2018,Rip Current,0,0,1,0,0.0,0.00K,1443,52.0,F,In Water
775,57313,NEW YORK,744184,2018,Winter Weather,0,0,1,0,0.0,0.00K,1690,11.0,M,Permanent Structure
776,57314,CONNECTICUT,733643,2018,High Wind,2,0,1,0,200000.0,0.00K,1687,25.0,M,Vehicle/Towed Trailer
777,57344,MARYLAND,746559,2018,High Wind,0,0,1,0,,,1659,77.0,F,Outside/Open Areas
778,57433,WISCONSIN,730122,2018,Winter Weather,0,0,0,4,0.0,0.00K,1681,27.0,M,Vehicle/Towed Trailer
779,57433,WISCONSIN,730122,2018,Winter Weather,0,0,0,4,0.0,0.00K,1682,56.0,M,Vehicle/Towed Trailer
780,57433,WISCONSIN,730122,2018,Winter Weather,0,0,0,4,0.0,0.00K,1683,77.0,F,Vehicle/Towed Trailer
781,57433,WISCONSIN,730122,2018,Winter Weather,0,0,0,4,0.0,0.00K,1684,34.0,M,Vehicle/Towed Trailer
782,57448,WISCONSIN,730135,2018,Winter Weather,0,0,0,1,0.0,0.00K,1685,54.0,F,Vehicle/Towed Trailer
783,57472,NEW YORK,744214,2018,Winter Storm,0,0,1,0,0.0,0.00K,1691,,,Outside/Open Areas
784,57480,WISCONSIN,731690,2018,Dense Fog,0,6,0,1,0.0,0.00K,1686,53.0,F,Vehicle/Towed Trailer
785,57632,FLORIDA,754418,2018,Rip Current,0,0,1,0,0.0,0.00K,1451,18.0,M,In Water
786,57633,GEORGIA,754420,2018,Rip Current,0,0,1,0,0.0,0.00K,1452,39.0,M,In Water
787,57833,TEXAS,741419,2018,Lightning,1,0,1,0,0.0,0.00K,804,22.0,M,Outside/Open Areas
788,57858,MISSOURI,730812,2018,Winter Weather,0,2,0,1,0.0,0.00K,791,42.0,M,Vehicle/Towed Trailer
789,57940,WISCONSIN,740978,2018,Winter Weather,0,1,0,1,20000.0,0.00K,801,22.0,M,Vehicle/Towed Trailer
790,58473,IDAHO,742240,2018,Avalanche,0,0,1,0,0.0,0.00K,805,47.0,M,Vehicle/Towed Trailer
791,58577,WISCONSIN,824113,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,926,61.0,M,Outside/Open Areas
792,58818,WISCONSIN,727703,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1026,52.0,F,Outside/Open Areas
793,58843,MONTANA,732556,2018,Winter Weather,0,0,0,1,0.0,0.00K,795,73.0,M,Vehicle/Towed Trailer
794,58890,WISCONSIN,727675,2018,Cold/Wind Chill,0,0,1,0,,0.00K,1024,27.0,F,Outside/Open Areas
795,58932,WISCONSIN,727673,2018,Cold/Wind Chill,0,0,1,0,,0.00K,1022,75.0,M,Outside/Open Areas
796,58933,WISCONSIN,727697,2018,Winter Weather,0,0,0,1,0.0,0.00K,1025,35.0,M,Vehicle/Towed Trailer
797,59162,MISSOURI,730219,2018,Winter Weather,0,10,0,1,0.0,0.00K,789,63.0,F,Vehicle/Towed Trailer
798,59169,INDIANA,730295,2018,Heavy Snow,0,0,0,1,0.0,0.00K,790,57.0,M,Outside/Open Areas
799,59208,MISSOURI,730218,2018,Winter Weather,0,13,0,1,0.0,0.00K,788,55.0,M,Vehicle/Towed Trailer
800,59933,FLORIDA,753109,2018,Rip Current,0,0,1,0,0.0,0.00K,1591,,M,Unknown
801,60406,WISCONSIN,743879,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1689,59.0,M,In Water
802,60529,COLORADO,727985,2018,Avalanche,0,0,1,0,0.0,0.00K,1149,27.0,M,Outside/Open Areas
803,60698,HAWAII,730198,2018,Heavy Rain,0,0,0,1,0.0,0.00K,1154,26.0,F,In Water
804,60747,ARIZONA,734679,2018,Heavy Rain,0,3,0,2,0.0,0.00K,1166,,,Vehicle/Towed Trailer
805,60747,ARIZONA,734679,2018,Heavy Rain,0,3,0,2,0.0,0.00K,1167,,,Vehicle/Towed Trailer
806,60823,NORTH CAROLINA,737092,2018,Winter Storm,0,0,0,2,10000.0,0.00K,1181,57.0,M,Vehicle/Towed Trailer
807,60823,NORTH CAROLINA,737092,2018,Winter Storm,0,0,0,2,10000.0,0.00K,1182,73.0,M,Vehicle/Towed Trailer
808,61013,IDAHO,737438,2018,Avalanche,0,0,1,0,0.0,0.00K,1186,46.0,M,Vehicle/Towed Trailer
809,61489,NEVADA,735911,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1176,59.0,M,Vehicle/Towed Trailer
810,61508,PENNSYLVANIA,776990,2018,Flood,0,0,1,0,0.0,0.00K,1521,19.0,F,Outside/Open Areas
811,61595,MICHIGAN,728128,2018,Dense Fog,0,2,0,1,0.0,0.00K,1150,60.0,M,Vehicle/Towed Trailer
812,61612,MONTANA,731057,2018,Winter Weather,0,1,0,1,0.0,0.00K,1155,31.0,F,Vehicle/Towed Trailer
813,61665,ILLINOIS,734908,2018,Winter Weather,0,2,0,1,250000.0,0.00K,1170,41.0,M,Vehicle/Towed Trailer
814,61666,ILLINOIS,734912,2018,Winter Weather,0,0,0,2,500000.0,0.00K,1171,,M,Vehicle/Towed Trailer
815,61666,ILLINOIS,734912,2018,Winter Weather,0,0,0,2,500000.0,0.00K,1172,,,Vehicle/Towed Trailer
816,61703,TEXAS,727488,2018,Extreme Cold/Wind Chill,0,0,2,0,0.0,0.00K,1140,69.0,M,Outside/Open Areas
817,61703,TEXAS,727488,2018,Extreme Cold/Wind Chill,0,0,2,0,0.0,0.00K,1141,57.0,F,Outside/Open Areas
818,61815,NORTH CAROLINA,727604,2018,Winter Storm,0,0,0,1,0.0,0.00K,1142,26.0,M,Vehicle/Towed Trailer
819,61827,INDIANA,729040,2018,Winter Weather,0,0,0,1,0.0,0.00K,1153,25.0,M,Outside/Open Areas
820,61895,NEW YORK,733846,2018,Extreme Cold/Wind Chill,0,0,1,0,,,1126,46.0,F,Outside/Open Areas
821,62001,TEXAS,738329,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1195,,M,Outside/Open Areas
822,62281,INDIANA,727203,2018,Winter Weather,0,0,0,1,0.0,0.00K,1137,,M,Outside/Open Areas
823,62557,OREGON,726483,2018,High Surf,0,0,1,0,0.0,0.00K,1135,21.0,M,In Water
824,62953,LOUISIANA,731727,2018,Winter Weather,0,0,0,1,0.0,0.00K,1160,48.0,M,Outside/Open Areas
825,62962,TEXAS,738328,2018,Sleet,0,0,0,1,75000.0,0.00K,1194,21.0,M,Vehicle/Towed Trailer
826,63128,WISCONSIN,734806,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1168,60.0,F,Outside/Open Areas
827,63164,SOUTH CAROLINA,734468,2018,Heavy Snow,0,0,0,1,,0.00K,1165,14.0,M,Outside/Open Areas
828,63204,FLORIDA,767801,2018,Rip Current,0,0,1,0,0.0,0.00K,1353,30.0,M,In Water
829,63205,FLORIDA,767803,2018,Rip Current,0,0,1,0,0.0,0.00K,1354,18.0,F,In Water
830,63206,FLORIDA,767805,2018,Rip Current,0,0,1,0,0.0,0.00K,1355,50.0,M,In Water
831,63368,WISCONSIN,734809,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1169,19.0,M,Outside/Open Areas
832,63409,SOUTH CAROLINA,737012,2018,Winter Storm,0,0,0,1,,0.00K,1180,36.0,F,Outside/Open Areas
833,63634,GEORGIA,733767,2018,Winter Weather,0,0,0,2,,,1162,48.0,M,Outside/Open Areas
834,63634,GEORGIA,733767,2018,Winter Weather,0,0,0,2,,,1163,63.0,M,Vehicle/Towed Trailer
835,63650,SOUTH CAROLINA,736574,2018,Heavy Snow,0,0,0,1,,0.00K,1177,65.0,M,Outside/Open Areas
836,63672,VIRGINIA,735822,2018,Winter Storm,0,0,0,1,,,1175,6.0,M,Outside/Open Areas
837,63932,PENNSYLVANIA,776989,2018,Flood,0,0,1,0,0.0,0.00K,1520,18.0,M,Outside/Open Areas
838,63959,MISSOURI,737791,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1192,,,Outside/Open Areas
839,63960,MISSOURI,737796,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1193,,,Outside/Open Areas
840,64108,MISSOURI,726052,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1130,52.0,F,Outside/Open Areas
841,64163,IDAHO,737434,2018,Avalanche,0,0,1,0,0.0,0.00K,1185,36.0,M,Vehicle/Towed Trailer
842,64171,TENNESSEE,733015,2018,Extreme Cold/Wind Chill,0,0,1,0,,0.00K,1161,45.0,F,Outside/Open Areas
843,64179,SOUTH DAKOTA,737504,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1188,68.0,F,Outside/Open Areas
844,64183,LOUISIANA,735408,2018,Winter Weather,0,0,0,1,0.0,0.00K,1173,57.0,M,Outside/Open Areas
845,64184,LOUISIANA,735409,2018,Winter Weather,0,1,0,1,0.0,0.00K,1174,0.0,M,Vehicle/Towed Trailer
846,64241,MISSOURI,786060,2018,Lightning,0,0,1,0,0.0,0.00K,1678,35.0,M,Outside/Open Areas
847,64391,MISSISSIPPI,737398,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1184,72.0,F,Permanent Structure
848,64416,LOUISIANA,737640,2018,Extreme Cold/Wind Chill,1,0,1,0,0.0,0.00K,1190,84.0,M,Permanent Home
849,64464,NORTH CAROLINA,726225,2018,Winter Storm,0,0,0,1,0.0,0.00K,1132,29.0,M,Vehicle/Towed Trailer
850,64486,OHIO,726786,2018,Winter Weather,0,0,0,1,0.0,0.00K,1136,56.0,M,Vehicle/Towed Trailer
851,64507,MICHIGAN,731598,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1156,65.0,F,Outside/Open Areas
852,64508,MICHIGAN,731599,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1157,57.0,F,Outside/Open Areas
853,64509,MICHIGAN,731600,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1158,96.0,F,Outside/Open Areas
854,64717,WEST VIRGINIA,727233,2018,Flood,0,0,2,0,5000.0,0.00K,1138,18.0,F,Vehicle/Towed Trailer
855,64717,WEST VIRGINIA,727233,2018,Flood,0,0,2,0,5000.0,0.00K,1139,56.0,M,Vehicle/Towed Trailer
856,64732,MINNESOTA,726404,2018,Extreme Cold/Wind Chill,1,0,1,0,0.0,0.00K,1134,,M,Outside/Open Areas
857,64739,MICHIGAN,731601,2018,Cold/Wind Chill,0,0,1,0,0.0,0.00K,1159,55.0,M,Outside/Open Areas
858,64947,NORTH CAROLINA,726215,2018,Winter Storm,0,0,0,1,0.0,0.00K,1131,20.0,M,Vehicle/Towed Trailer
859,64978,WISCONSIN,726403,2018,Extreme Cold/Wind Chill,1,0,1,0,0.0,0.00K,1133,49.0,M,Outside/Open Areas
860,65009,KENTUCKY,728565,2018,Winter Storm,0,1,1,0,0.0,0.00K,1152,82.0,M,Outside/Open Areas
861,65243,MONTANA,728269,2018,Winter Weather,0,0,0,1,0.0,0.00K,1151,82.0,F,Vehicle/Towed Trailer
862,65354,NORTH CAROLINA,737106,2018,Winter Weather,0,0,0,1,0.0,0.00K,1183,23.0,F,Vehicle/Towed Trailer
863,65374,NEW YORK,737519,2018,Blizzard,0,7,0,1,100000.0,0.00K,1189,64.0,M,Vehicle/Towed Trailer
864,65894,HAWAII,734019,2018,Flash Flood,0,0,1,0,0.0,0.00K,797,74.0,M,Outside/Open Areas
865,65895,HAWAII,742615,2018,Thunderstorm Wind,0,0,1,0,0.0,0.00K,807,74.0,M,Other
866,66139,TEXAS,737656,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1029,,M,Outside/Open Areas
867,66140,TEXAS,739887,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1031,82.0,F,Outside/Open Areas
868,66471,MICHIGAN,737304,2018,Winter Weather,0,2,0,1,25000.0,0.00K,799,18.0,M,Vehicle/Towed Trailer
869,66503,TEXAS,736999,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1027,,,Outside/Open Areas
870,66504,TEXAS,737000,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1028,,,Outside/Open Areas
871,66505,TEXAS,739886,2018,Extreme Cold/Wind Chill,0,0,1,0,0.0,0.00K,1030,,,Outside/Open Areas
872,66866,KENTUCKY,737279,2018,Flash Flood,0,0,1,0,0.0,0.00K,798,77.0,M,Vehicle/Towed Trailer
873,66870,WYOMING,739742,2018,Avalanche,0,0,1,0,0.0,0.00K,800,30.0,M,Outside/Open Areas
